Date,Day,Month,Year,Customer_Age,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Revenue,Cost,YearMonth
2014-04-09,9,April,2014,34,M,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Red",12,13,35.0,197,403,156,2014-April
2014-02-06,6,February,2014,31,M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,13,1,2.0,8,71,13,2014-February
2014-02-08,8,February,2014,53,M,United States,California,Clothing,Caps,AWC Logo Cap,27,7,9.648,49,288,189,2014-February
2014-05-28,28,May,2014,53,M,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,18,8,22.0,248,442,144,2014-May
2014-03-30,30,March,2014,37,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Touring Tire Tube,4,2,5.0,9,67,8,2014-March
2014-06-14,14,June,2014,28,M,France,Moselle,Clothing,Caps,AWC Logo Cap,3,7,9.0,3,74,21,2014-June
2014-02-12,12,February,2014,22,M,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",17,38,50.0,196,892,646,2014-February
2014-04-19,19,April,2014,81,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Touring Tire Tube,28,2,5.0,66,172,56,2014-April
2014-03-13,13,March,2014,19,M,France,Yveline,Clothing,Caps,AWC Logo Cap,30,7,9.0,-5,255,210,2014-March
2014-01-15,15,January,2014,24,F,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,2,8,22.0,28,94,16,2014-January
2014-06-02,2,June,2014,33,M,France,Seine (Paris),Accessories,Tires and Tubes,Road Tire Tube,8,1,4.0,18,76,8,2014-June
2014-07-20,20,July,2014,35,M,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,29,1,2.0,20,99,29,2014-July
2014-06-22,22,June,2014,35,F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",5,13,37.52,86,201,65,2014-June
2014-04-02,2,April,2014,26,F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,24,2,5.0,67,165,48,2014-April
2014-06-12,12,June,2014,31,M,France,Yveline,Accessories,Tires and Tubes,ML Road Tire,6,9,25.0,60,164,54,2014-June
2014-05-04,4,May,2014,44,M,United States,California,Accessories,Bottles and Cages,Road Bottle Cage,24,3,9.648,140,262,72,2014-May
2014-04-02,2,April,2014,32,F,Australia,Victoria,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5.0,41,133,42,2014-April
2014-05-16,16,May,2014,58,F,Australia,South Australia,Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2.0,1,53,2,2014-May
2014-07-25,25,July,2014,49,M,United States,California,Clothing,Caps,AWC Logo Cap,11,7,9.648,20,147,77,2014-July
2014-04-02,2,April,2014,40,F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2.0,5,62,7,2014-April
2014-02-13,13,February,2014,49,F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5.0,53,139,36,2014-February
2014-05-09,9,May,2014,28,M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",28,13,37.52,596,1010,364,2014-May
2014-02-07,7,February,2014,38,F,United States,Washington,Accessories,Hydration Packs,Hydration Pack - 70 oz.,19,21,58.96,416,865,399,2014-February
2014-04-17,17,April,2014,27,F,France,Moselle,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2.0,3,57,4,2014-April
2014-03-28,28,March,2014,36,M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",24,13,37.52,343,705,312,2014-March
2014-03-03,3,March,2014,50,M,France,Seine Saint Denis,Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2443.0,448,2053,1555,2014-March
2014-02-15,15,February,2014,32,M,Canada,British Columbia,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",1,1482,2384.0,878,2410,1482,2014-February
2014-01-14,14,January,2014,25,F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5.0,27,95,18,2014-January
2014-06-25,25,June,2014,43,M,Australia,New South Wales,Accessories,Fenders,Fender Set - Mountain,29,8,22.0,323,605,232,2014-June
2014-07-01,1,July,2014,34,F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35.0,346,604,208,2014-July
2014-04-27,27,April,2014,67,F,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,128.64000000000001,145,285,90,2014-April
2014-04-14,14,April,2014,19,M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,37.52,277,496,169,2014-April
2014-03-03,3,March,2014,39,F,France,Loir et Cher,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",4,42,54.0,24,242,168,2014-March
2014-04-17,17,April,2014,21,M,Germany,Saarland,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540.0,99,493,344,2014-April
2014-01-15,15,January,2014,43,M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5.36,73,173,50,2014-January
2014-03-07,7,March,2014,18,F,Germany,Saarland,Clothing,Caps,AWC Logo Cap,3,7,9.0,1,72,21,2014-March
2014-01-19,19,January,2014,22,M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",22,13,35.0,384,720,286,2014-January
2014-06-05,5,June,2014,61,M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",22,13,37.52,315,651,286,2014-June
2014-03-02,2,March,2014,56,F,France,Essonne,Accessories,Tires and Tubes,Road Tire Tube,6,1,4.0,17,73,6,2014-March
2014-03-08,8,March,2014,44,M,United Kingdom,England,Bikes,Touring Bikes,"Touring-1000 Blue, 60",1,1482,2384.0,807,2339,1482,2014-March
2014-05-10,10,May,2014,35,M,United States,Georgia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5.36,46,130,34,2014-May
2014-01-01,1,January,2014,30,M,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578.0,763,2984,2171,2014-January
2014-01-25,25,January,2014,39,M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",10,13,35.0,206,386,130,2014-January
2014-04-08,8,April,2014,32,F,France,Seine Saint Denis,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",10,42,54.0,23,493,420,2014-April
2014-02-28,28,February,2014,22,F,Germany,Saarland,Accessories,Tires and Tubes,Touring Tire,6,11,29.0,77,193,66,2014-February
2014-05-21,21,May,2014,28,F,France,Seine et Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5.0,6,62,6,2014-May
2014-03-17,17,March,2014,28,M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, M",8,9,24.0,118,240,72,2014-March
2014-04-20,20,April,2014,59,M,United Kingdom,England,Clothing,Caps,AWC Logo Cap,4,7,9.0,7,85,28,2014-April
2014-04-27,27,April,2014,35,M,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35.0,577,991,364,2014-April
2014-05-12,12,May,2014,63,M,United States,Washington,Clothing,Shorts,"Women's Mountain Shorts, S",26,26,75.04,744,1470,676,2014-May
2014-05-05,5,May,2014,41,F,United States,California,Accessories,Tires and Tubes,ML Mountain Tire,24,11,32.160000000000004,442,756,264,2014-May
2014-02-05,5,February,2014,48,F,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",25,42,54.0,287,1387,1050,2014-February
2014-04-27,27,April,2014,29,M,Australia,Victoria,Accessories,Tires and Tubes,Mountain Tire Tube,18,2,5.0,35,121,36,2014-April
2014-03-18,18,March,2014,31,M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5.0,31,107,26,2014-March
2014-06-15,15,June,2014,42,M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,37.52,596,1010,364,2014-June
2014-01-27,27,January,2014,36,F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2460.2400000000002,722,2024,1252,2014-January
2014-06-13,13,June,2014,31,F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2.0,17,93,26,2014-June
2014-03-12,12,March,2014,18,M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320.0,752,2068,1266,2014-March
2014-06-17,17,June,2014,27,M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2.144,9,68,9,2014-June
2014-06-06,6,June,2014,32,F,United States,Washington,Accessories,Fenders,Fender Set - Mountain,21,8,23.584000000000003,192,410,168,2014-June
2014-03-11,11,March,2014,27,M,United States,Oregon,Accessories,Tires and Tubes,Road Tire Tube,15,1,4.288,37,102,15,2014-March
2014-07-01,1,July,2014,46,M,United States,Washington,Clothing,Shorts,"Women's Mountain Shorts, M",24,26,75.04,686,1360,624,2014-July
2014-02-05,5,February,2014,24,F,France,Pas de Calais,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2.0,1,52,1,2014-February
2014-02-20,20,February,2014,54,F,Australia,South Australia,Bikes,Road Bikes,"Road-650 Red, 60",1,487,783.0,155,692,487,2014-February
2014-02-26,26,February,2014,24,F,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2.0,18,92,24,2014-February
2014-05-26,26,May,2014,34,F,Germany,Hessen,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",14,38,50.0,119,701,532,2014-May
2014-03-13,13,March,2014,23,F,France,Hauts de Seine,Accessories,Hydration Packs,Hydration Pack - 70 oz.,3,21,55.0,90,203,63,2014-March
2014-03-10,10,March,2014,53,M,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5.0,59,165,56,2014-March
2014-03-01,1,March,2014,37,M,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,5,4,10.0,28,98,20,2014-March
2014-04-17,17,April,2014,56,M,Australia,New South Wales,Accessories,Tires and Tubes,ML Road Tire,3,9,25.0,38,115,27,2014-April
2014-02-01,1,February,2014,40,M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5.0,53,141,38,2014-February
2014-02-26,26,February,2014,32,F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,13,2,5.36,38,114,26,2014-February
2014-06-19,19,June,2014,33,F,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,23,8,22.0,317,551,184,2014-June
2014-06-25,25,June,2014,22,M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",3,38,53.6,33,197,114,2014-June
2014-07-03,3,July,2014,25,F,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,25,2,5.0,70,170,50,2014-July
2014-07-04,4,July,2014,42,F,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,6,4,10.72,23,97,24,2014-July
2014-03-21,21,March,2014,37,F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,19,1,2.144,11,80,19,2014-March
2014-05-13,13,May,2014,54,M,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",16,42,54.0,54,776,672,2014-May
2014-05-30,30,May,2014,32,M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295.0,1020,2322,1252,2014-May
2014-06-04,4,June,2014,28,M,Germany,Brandenburg,Accessories,Fenders,Fender Set - Mountain,5,8,22.0,69,159,40,2014-June
2014-01-16,16,January,2014,37,M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,824.368,334,804,420,2014-January
2014-04-12,12,April,2014,47,F,Australia,New South Wales,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",8,38,50.0,44,398,304,2014-April
2014-04-03,3,April,2014,27,M,United Kingdom,England,Accessories,Tires and Tubes,LL Road Tire,1,8,21.0,12,70,8,2014-April
2014-05-14,14,May,2014,36,M,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",19,38,50.0,219,991,722,2014-May
2014-02-04,4,February,2014,33,M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,30,2,5.0,63,173,60,2014-February
2014-01-05,5,January,2014,42,F,United States,Washington,Clothing,Socks,"Racing Socks, M",19,3,9.648,76,183,57,2014-January
2014-03-14,14,March,2014,21,F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",10,13,35.0,206,386,130,2014-March
2014-05-03,3,May,2014,44,F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,17,1,2.144,16,83,17,2014-May
2014-01-20,20,January,2014,39,F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2.144,24,99,25,2014-January
2014-03-07,7,March,2014,33,F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5.0,68,164,46,2014-March
2014-03-30,30,March,2014,40,F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",1,38,53.6,11,99,38,2014-March
2014-02-07,7,February,2014,44,M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5.0,59,159,50,2014-February
2014-02-28,28,February,2014,45,F,Australia,New South Wales,Accessories,Tires and Tubes,ML Road Tire,14,9,25.0,179,355,126,2014-February
2014-07-25,25,July,2014,59,F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",8,13,35.0,173,327,104,2014-July
2014-05-03,3,May,2014,48,F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2460.2400000000002,997,2299,1252,2014-May
2014-06-16,16,June,2014,40,F,Germany,Hessen,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",1,1482,2384.0,735,2267,1482,2014-June
2014-05-21,21,May,2014,51,M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5.36,73,173,50,2014-May
2014-02-16,16,February,2014,41,F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320.0,961,2277,1266,2014-February
2014-03-03,3,March,2014,46,M,Germany,Saarland,Clothing,Caps,AWC Logo Cap,1,7,9.0,0,57,7,2014-March
2014-04-14,14,April,2014,31,M,Australia,Victoria,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5.0,4,58,4,2014-April
2014-04-01,1,April,2014,24,M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295.0,745,2047,1252,2014-April
2014-02-05,5,February,2014,33,M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2.144,19,89,20,2014-February
2014-06-14,14,June,2014,25,M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",23,13,35.0,498,847,299,2014-June
2014-03-23,23,March,2014,44,M,United States,California,Accessories,Fenders,Fender Set - Mountain,28,8,23.584000000000003,380,654,224,2014-March
2014-02-16,16,February,2014,52,M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",25,13,35.0,541,916,325,2014-February
2014-03-28,28,March,2014,26,M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,5,13,37.52,107,222,65,2014-March
2014-06-03,3,June,2014,27,F,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5.0,54,164,60,2014-June
2014-02-06,6,February,2014,38,F,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,21,2,5.0,49,141,42,2014-February
2014-06-22,22,June,2014,42,M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,22,2,5.0,62,156,44,2014-June
2014-04-10,10,April,2014,48,M,Australia,Victoria,Accessories,Cleaners,Bike Wash - Dissolver,25,3,8.0,83,208,75,2014-April
2014-04-20,20,April,2014,30,F,Germany,Hessen,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",3,38,50.0,26,190,114,2014-April
2014-01-22,22,January,2014,30,F,France,Val d'Oise,Accessories,Tires and Tubes,LL Road Tire,12,8,21.0,103,249,96,2014-January
2014-07-26,26,July,2014,45,F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,2,1,4.288,6,58,2,2014-July
2014-02-17,17,February,2014,39,M,France,Essonne,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295.0,951,2253,1252,2014-February
2014-05-19,19,May,2014,30,F,France,Seine (Paris),Bikes,Road Bikes,"Road-650 Black, 52",1,487,783.0,155,692,487,2014-May
2014-02-03,3,February,2014,20,M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,37.52,554,942,338,2014-February
2014-03-19,19,March,2014,39,M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,37.52,128,256,78,2014-March
2014-04-26,26,April,2014,17,M,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2.0,3,57,4,2014-April
2014-04-13,13,April,2014,43,F,Germany,Bayern,Clothing,Caps,AWC Logo Cap,18,7,9.0,34,210,126,2014-April
2014-02-09,9,February,2014,26,F,Australia,Victoria,Accessories,Tires and Tubes,ML Road Tire,2,9,25.0,22,90,18,2014-February
2014-07-31,31,July,2014,43,M,Australia,Victoria,Accessories,Tires and Tubes,HL Mountain Tire,12,13,35.0,176,382,156,2014-July
2014-03-01,1,March,2014,36,M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35.0,47,136,39,2014-March
2014-01-26,26,January,2014,30,F,Australia,Victoria,Accessories,Fenders,Fender Set - Mountain,2,8,22.0,19,85,16,2014-January
2014-05-06,6,May,2014,38,M,Australia,Victoria,Accessories,Tires and Tubes,HL Mountain Tire,4,13,35.0,59,161,52,2014-May
2014-01-31,31,January,2014,31,M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5.36,29,99,20,2014-January
2014-04-14,14,April,2014,33,M,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,16,8,22.0,220,398,128,2014-April
2014-06-17,17,June,2014,42,M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,10,2,5.36,19,89,20,2014-June
2014-07-14,14,July,2014,48,F,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,10,1,4.0,30,90,10,2014-July
2014-03-26,26,March,2014,31,M,United States,California,Clothing,Shorts,"Women's Mountain Shorts, M",4,26,75.04,170,324,104,2014-March
2014-01-07,7,January,2014,27,M,France,Seine Saint Denis,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2.0,17,93,26,2014-January
2014-06-22,22,June,2014,44,F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Blue",19,13,35.0,312,609,247,2014-June
2014-06-30,30,June,2014,32,M,Australia,Victoria,Clothing,Vests,"Classic Vest, L",18,24,64.0,478,960,432,2014-June
2014-04-23,23,April,2014,31,M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,37.52,372,760,338,2014-April
2014-04-25,25,April,2014,17,M,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",16,42,54.0,11,733,672,2014-April
2014-07-06,6,July,2014,55,M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",6,13,35.0,130,258,78,2014-July
2014-01-17,17,January,2014,43,M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,23,2,5.0,64,160,46,2014-January
2014-05-10,10,May,2014,44,M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",28,13,35.0,606,1020,364,2014-May
2014-06-09,9,June,2014,29,F,United States,California,Clothing,Socks,"Racing Socks, M",14,3,9.648,81,173,42,2014-June
2014-02-19,19,February,2014,29,F,France,Yveline,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",29,38,50.0,0,1152,1102,2014-February
2014-03-21,21,March,2014,39,F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,27,7,9.0,22,261,189,2014-March
2014-03-25,25,March,2014,38,M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,12,7,9.0,23,157,84,2014-March
2014-04-25,25,April,2014,57,M,United States,California,Accessories,Tires and Tubes,ML Road Tire,13,9,26.8,202,369,117,2014-April
2014-05-23,23,May,2014,45,M,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2460.2400000000002,538,1840,1252,2014-May
2014-06-26,26,June,2014,57,M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,12,7,9.0,23,157,84,2014-June
2014-03-31,31,March,2014,31,M,United States,California,Clothing,Socks,"Racing Socks, M",2,3,9.648,12,68,6,2014-March
2014-03-22,22,March,2014,21,M,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,14,1,4.0,40,104,14,2014-March
2014-05-21,21,May,2014,38,M,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35.0,246,491,195,2014-May
2014-06-07,7,June,2014,61,M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35.0,22,85,13,2014-June
2014-02-24,24,February,2014,55,M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5.36,15,75,10,2014-February
2014-06-29,29,June,2014,47,F,Canada,British Columbia,Clothing,Shorts,"Women's Mountain Shorts, S",30,26,70.0,1299,2129,780,2014-June
2014-07-02,2,July,2014,47,F,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,14,4,10.72,81,187,56,2014-July
2014-01-28,28,January,2014,22,M,Australia,Victoria,Accessories,Tires and Tubes,Touring Tire Tube,26,2,5.0,51,153,52,2014-January
2014-04-02,2,April,2014,53,M,Germany,Hamburg,Accessories,Bottles and Cages,Mountain Bottle Cage,9,4,10.0,48,134,36,2014-April
2014-02-12,12,February,2014,46,F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2.0,14,78,14,2014-February
2014-02-02,2,February,2014,21,F,Germany,Hessen,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2.0,10,72,12,2014-February
2014-05-03,3,May,2014,20,F,Germany,Saarland,Accessories,Tires and Tubes,Road Tire Tube,1,1,4.0,2,53,1,2014-May
2014-05-20,20,May,2014,50,F,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2.0,7,69,12,2014-May
2014-06-09,9,June,2014,39,F,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,24,7,9.0,46,264,168,2014-June
2014-01-21,21,January,2014,36,F,France,Yveline,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295.0,492,1794,1252,2014-January
2014-03-07,7,March,2014,33,F,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",19,38,50.0,219,991,722,2014-March
2014-05-01,1,May,2014,57,M,United States,California,Bikes,Touring Bikes,"Touring-1000 Blue, 54",1,1482,2555.648,854,2386,1482,2014-May
2014-07-22,22,July,2014,33,M,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2.0,7,67,10,2014-July
2014-02-20,20,February,2014,24,M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire,2,11,29.0,26,98,22,2014-February
2014-06-28,28,June,2014,26,M,Germany,Hessen,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",29,42,54.0,238,1506,1218,2014-June
2014-07-07,7,July,2014,45,F,Australia,Victoria,Accessories,Tires and Tubes,HL Mountain Tire,12,13,35.0,176,382,156,2014-July
2014-01-21,21,January,2014,26,M,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,25,8,22.0,345,595,200,2014-January
2014-04-30,30,April,2014,25,F,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,11,2,5.0,31,103,22,2014-April
2014-05-21,21,May,2014,34,M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5.36,23,93,20,2014-May
2014-03-16,16,March,2014,37,F,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2487.04,544,1860,1266,2014-March
2014-04-11,11,April,2014,20,M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2.0,24,98,24,2014-April
2014-06-27,27,June,2014,56,F,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 52",1,344,578.88,77,471,344,2014-June
2014-05-10,10,May,2014,34,F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",6,13,35.0,105,233,78,2014-May
2014-02-16,16,February,2014,17,M,France,Seine Saint Denis,Accessories,Tires and Tubes,Mountain Tire Tube,30,2,5.0,63,173,60,2014-February
2014-02-08,8,February,2014,27,F,United Kingdom,England,Bikes,Touring Bikes,"Touring-1000 Yellow, 46",1,1482,2384.0,807,2339,1482,2014-February
2014-06-04,4,June,2014,32,M,Germany,Hamburg,Bikes,Touring Bikes,"Touring-3000 Yellow, 50",1,461,742.0,229,740,461,2014-June
2014-02-15,15,February,2014,35,M,United States,California,Bikes,Touring Bikes,"Touring-1000 Blue, 50",1,1482,2555.648,854,2386,1482,2014-February
2014-05-19,19,May,2014,32,F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",1,487,839.3760000000001,280,817,487,2014-May
2014-02-20,20,February,2014,24,M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire,8,11,29.0,102,240,88,2014-February
2014-05-25,25,May,2014,21,M,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,18,4,10.0,85,207,72,2014-May
2014-06-24,24,June,2014,32,M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",23,13,37.52,329,678,299,2014-June
2014-04-20,20,April,2014,65,M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295.0,1020,2322,1252,2014-April
2014-07-22,22,July,2014,52,M,United States,Oregon,Clothing,Socks,"Racing Socks, M",29,3,9.648,137,274,87,2014-July
2014-04-14,14,April,2014,21,M,Germany,Nordrhein-Westfalen,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",2,38,50.0,11,137,76,2014-April
2014-05-10,10,May,2014,34,F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578.0,942,3163,2171,2014-May
2014-06-08,8,June,2014,36,F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5.0,40,124,34,2014-June
2014-05-03,3,May,2014,53,F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5.36,8,66,8,2014-May
2014-01-23,23,January,2014,40,F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5.36,30,112,32,2014-January
2014-03-23,23,March,2014,23,M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5.36,61,153,42,2014-March
2014-07-26,26,July,2014,65,M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,20,4,10.0,118,248,80,2014-July
2014-06-25,25,June,2014,30,F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",8,13,35.0,140,294,104,2014-June
2014-03-01,1,March,2014,19,M,Australia,Queensland,Clothing,Caps,AWC Logo Cap,3,7,9.0,2,73,21,2014-March
2014-04-01,1,April,2014,39,F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3835.6160000000004,620,2841,2171,2014-April
2014-04-18,18,April,2014,41,M,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,1,3,9.0,6,59,3,2014-April
2014-05-06,6,May,2014,46,F,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,13,45,128.64000000000001,944,1579,585,2014-May
